train/learning_rate,time/time_elapsed,train/policy_loss,train/entropy_loss,rollout/ep_len_mean,time/total_timesteps,train/value_loss,train/explained_variance,rollout/ep_rew_mean,train/n_updates,time/iterations,time/fps
0.0001,56,1096.98779296875,-5.307736396789551,95.0,5940,114830.953125,-1.1920928955078125e-07,1687.8017518064514,46193,594,105
0.0001,65,769.4139404296875,-5.309701919555664,95.0,6930,34075.83984375,0.0,1702.4535019305556,46292,693,105
0.0001,74,-60.34111404418945,-6.627725124359131,95.0,7920,97.17374420166016,3.814697265625e-06,1693.7564580240971,46391,792,105
0.0001,83,513.8592529296875,-5.599496364593506,95.0,8910,11279.1806640625,0.0,1674.2997699032262,46490,891,106
0.0001,9,3138.571533203125,-6.285634517669678,95.0,990,376025.28125,2.980232238769531e-07,1681.5574214,46648,99,99
0.0001,19,411.2799377441406,-5.678753852844238,95.0,1980,6257.0146484375,-1.1920928955078125e-07,1640.9969719,46747,198,100
0.0001,29,-136.70623779296875,-15.5726957321167,95.0,2970,93.86510467529297,4.76837158203125e-07,1670.5098464838713,46846,297,101
0.0001,38,-2426.1953125,-5.5983476638793945,95.0,3960,117134.078125,0.0,1637.2572911707316,46945,396,103
0.0001,47,-856.5071411132812,-5.504940986633301,95.0,4950,28841.927734375,-2.384185791015625e-07,1640.5323547115388,47044,495,105
0.0001,55,1777.1400146484375,-5.728703498840332,95.0,5940,114607.046875,-1.1920928955078125e-07,1629.1469057096774,47143,594,106
0.0001,64,703.2430419921875,-5.551819801330566,95.0,6930,34076.0546875,1.7881393432617188e-07,1639.4153391944446,47242,693,106
0.0001,74,-89.85820007324219,-8.966064453125,95.0,7920,96.87592315673828,2.384185791015625e-06,1627.1466959036145,47341,792,106
0.0001,83,365.55010986328125,-5.57589054107666,95.0,8910,10146.0478515625,0.0,1653.2766578387098,47440,891,106
0.0001,9,4354.3154296875,-7.946124076843262,95.0,990,375338.09375,-1.1920928955078125e-07,1922.8536663999998,47598,99,108
0.0001,18,365.81243896484375,-5.4133405685424805,95.0,1980,6247.54052734375,0.0,2014.9236086999997,47697,198,104
